VTDID,PCTNAME,PCTCODE,MCDNAME,MCDCODE,MCDFIPS,COUNTYNAME,COUNTYCODE,COUNTYFIPS,CONGDIST,MNSENDIST,MNLEGDIST,CTYCOMDIST,JUDDIST,SWCDIST,WARD,TABSYSTEM,TABMODEL,REG7AM,EDR,SIGNATURES,AB,FEDONLYAB,TOTVOTING,USPRSGP,USPRSR,USPRSDFL,USPRSSEP,USPRSSWP,USPRSCFP,USPRSBL,USPRSCP,USPRSLIB,USPRSWI,USPRSTOTAL,USREPGP,USREPIP,USREPR,USREPDFL,USREPWI,USREPTOTAL,MNLEGGP,MNLEGIP,MNLEGR,MNLEGDFL,MNLEGWI,MNLEGTOTAL
270610025,BALSAM TWP,25,BALSAM TWP,20,3430,ITASCA,31,061,8,03,03A,05,09,00,,1,Optech IV,372,47,321,32,0,353,0,186,164,0,0,0,1,1,0,0,352,7,0,133,207,0,347,0,87,0,229,1,317
270610030,COHASSET,30,COHASSET,25,12412,ITASCA,31,061,8,03,03B,01,09,00,,2,Optech 3P,1522,270,1370,117,0,1487,3,800,662,0,0,1,10,1,5,2,1484,26,0,560,849,2,1437,0,0,718,734,3,1455
270610035,BASS LAKE PREC,35,BASS LAKE,23,15277,ITASCA,31,061,8,03,03B,01,09,00,,1,Optech 3P,702,97,711,0,0,711,4,358,318,0,0,2,8,4,2,3,699,14,0,248,425,1,688,0,0,285,403,1,689
270610040,BEARVILLE TWP,40,BEARVILLE TWP,30,4276,ITASCA,31,061,8,03,03A,05,09,00,,1,Optech IV,124,15,105,18,0,123,2,46,70,0,0,0,1,3,0,1,123,9,0,41,72,0,122,0,39,0,72,2,113
270610045,BIGFORK,45,BIGFORK,34,5698,ITASCA,31,061,8,03,03A,02,09,00,,1,Optech 3P,191,25,185,0,0,185,0,85,88,0,0,2,3,0,0,0,178,4,0,42,125,0,171,0,41,0,132,1,174
270610050,BIGFORK TWP,50,BIGFORK TWP,35,5716,ITASCA,31,061,8,03,03A,02,09,00,,1,Optech 3P,175,11,155,0,0,155,0,85,62,0,0,0,3,1,0,0,151,1,0,47,87,0,135,0,40,0,97,1,138
270610055,BLACKBERRY TWP,55,BLACKBERRY TWP,45,6220,ITASCA,31,061,8,03,03A,04,09,00,,1,Optech IV,461,77,433,17,0,450,1,242,197,1,0,0,2,1,0,0,444,11,0,179,249,0,439,0,110,0,292,8,410
270610060,BOVEY,60,BOVEY,50,7048,ITASCA,31,061,8,03,03A,03,09,00,,1,Optech IV,363,105,362,23,0,385,0,80,294,0,0,0,5,0,0,0,379,16,0,55,290,1,362,0,72,0,277,3,352
270610065,BOWSTRING TWP,65,BOWSTRING TWP,55,7102,ITASCA,31,061,8,04,04A,01,09,00,,1,Optech 3P,145,17,144,0,0,144,0,65,73,0,0,0,1,1,0,0,140,1,0,41,99,0,141,0,3,49,87,1,140
270610070,NORTH UNORGANIZED PREC,70,NORTH UNORG,91,46766,ITASCA,31,061,8,03,03A,05,09,00,,1,Optech 3P,289,18,274,0,0,274,0,141,121,0,0,0,4,2,3,0,271,10,0,87,162,1,260,0,89,0,167,0,256
270610074,CALUMET,74,CALUMET,58,9316,ITASCA,31,061,8,03,03A,05,09,00,,1,Optech IV,213,27,165,9,0,174,0,44,124,0,0,0,1,1,0,0,170,1,0,35,132,1,169,0,40,0,128,0,168
270610076,CARPENTER TWP,76,CARPENTER TWP,60,10072,ITASCA,31,061,8,03,03A,05,09,00,,1,Optech IV,142,15,118,8,0,126,0,58,66,0,0,0,0,0,0,0,124,4,0,45,72,0,121,0,32,0,85,0,117
270610085,COLERAINE,85,COLERAINE,70,12502,ITASCA,31,061,8,03,03A,03,09,00,,1,Optech IV,671,126,622,46,0,668,1,216,437,0,0,0,5,0,0,0,659,11,0,157,476,1,645,0,120,0,476,5,601
270610090,DEER LAKE PREC,90,DEER LAKE,78,15277,ITASCA,31,061,8,03,03B,02,09,00,,1,Optech 3P,370,43,367,0,0,367,0,198,156,0,0,0,1,0,1,0,356,14,0,149,188,0,351,0,0,164,191,0,355
270610095,DEER RIVER,95,DEER RIVER,79,15310,ITASCA,31,061,8,04,04A,01,09,00,,1,Optech IV,431,127,380,51,0,431,3,185,229,1,0,0,4,0,0,0,422,8,0,139,262,1,410,0,7,169,239,0,415
270610100,DEER RIVER TWP,100,DEER RIVER TWP,80,15328,ITASCA,31,061,8,04,04A,01,09,00,,1,Optech IV,401,76,394,17,0,411,3,213,182,0,0,0,6,0,0,0,404,8,0,150,241,0,399,0,13,205,187,1,406
270610110,EFFIE,110,EFFIE,90,18260,ITASCA,31,061,8,03,03A,05,09,00,,1,Optech IV,56,8,37,2,0,39,0,16,19,0,0,0,2,2,0,0,39,3,0,8,28,0,39,0,9,0,28,0,37
270610120,FEELEY TWP,120,FEELEY TWP,95,20816,ITASCA,31,061,8,03,03A,03,09,00,,1,Optech IV,222,28,195,17,0,212,0,94,116,0,0,0,0,0,0,0,210,4,0,66,132,0,202,0,59,0,143,0,202
270610125,GOOD HOPE TWP,125,GOOD HOPE TWP,100,24362,ITASCA,31,061,8,04,04A,01,09,00,,1,Optech 3P,54,1,50,0,0,50,0,31,19,0,0,0,0,0,0,0,50,1,0,17,29,0,47,0,0,29,21,0,50
270610130,GOODLAND TWP,130,GOODLAND TWP,105,24452,ITASCA,31,061,8,03,03A,03,09,00,,1,Optech IV,337,40,286,27,0,313,0,134,173,0,0,0,2,2,0,0,311,1,0,90,213,0,304,0,79,0,213,2,294
270610135,GRAN PREC,135,GRAN,157,24866,ITASCA,31,061,8,03,03A,03,09,00,,1,Optech 3P,203,19,202,0,0,202,1,75,121,0,0,0,2,0,0,0,199,5,0,48,147,0,200,0,33,0,152,2,187
270610140,GRAND RAPIDS P-1,140,GRAND RAPIDS,110,25118,ITASCA,31,061,8,03,03B,03,09,00,,2,Optech 3P,991,230,875,73,0,948,1,395,542,1,0,1,6,1,0,0,947,16,0,269,630,0,915,0,0,373,558,5,936
270610145,GRAND RAPIDS P-2,145,GRAND RAPIDS,110,25118,ITASCA,31,061,8,03,03B,02,09,00,,2,Optech 3P,452,106,374,26,0,400,0,161,227,0,0,1,2,5,2,1,399,9,0,112,257,1,379,0,0,142,243,2,387
270610151,GRAND RAPIDS P-3,151,GRAND RAPIDS,110,25118,ITASCA,31,061,8,03,03B,02,09,00,,2,Optech 3P,1049,231,898,99,0,997,2,429,553,0,0,0,2,2,1,1,990,17,0,289,642,0,948,0,0,346,609,2,957
270610152,GRAND RAPIDS TWP - 8,152,GRAND RAPIDS TWP,111,25136,ITASCA,31,061,8,03,03B,02,09,00,,2,Optech 3P,48,14,45,0,0,45,0,27,17,0,0,0,0,1,0,0,45,2,0,16,25,0,43,0,0,26,18,0,44
270610155,GRAND RAPIDS P-4,155,GRAND RAPIDS,110,25118,ITASCA,31,061,8,03,03B,04,09,00,,2,Optech 3P,1245,170,981,178,0,1159,3,517,621,0,0,2,7,1,1,0,1152,17,0,358,743,1,1119,0,0,464,659,1,1124
270610161,GRAND RAPIDS P-5,161,GRAND RAPIDS,110,25118,ITASCA,31,061,8,03,03B,02,09,00,,2,Optech 3P,998,213,867,107,0,974,1,386,561,0,0,4,6,3,3,1,965,16,0,258,661,0,935,0,0,341,602,2,945
270610162,GRAND RAPIDS TWP - 9,162,GRAND RAPIDS TWP,111,25136,ITASCA,31,061,8,03,03B,02,09,00,,2,Optech 3P,125,26,105,11,0,116,1,62,50,0,0,0,1,0,1,0,115,1,0,44,68,0,113,0,0,53,59,1,113
270610165,GRAND RAPIDS TWP - 10,165,GRAND RAPIDS TWP,111,25136,ITASCA,31,061,8,03,03B,03,09,00,,2,Optech 3P,503,113,486,37,0,523,1,253,258,0,0,0,2,4,0,0,518,15,0,161,330,0,506,0,0,208,289,3,500
270610170,GRAND RAPIDS TWP- 7,170,GRAND RAPIDS TWP,111,25136,ITASCA,31,061,8,03,03B,04,09,00,,2,Optech 3P,782,109,671,47,0,718,3,360,341,0,0,1,2,3,1,0,711,9,0,254,435,0,698,0,0,327,379,1,707
270610175,GRATTAN TWP,175,GRATTAN TWP,115,25460,ITASCA,31,061,8,03,03A,01,09,00,,1,Optech 3P,29,5,29,0,0,29,0,25,4,0,0,0,0,0,0,0,29,0,0,18,11,0,29,0,10,0,19,0,29
270610184,GREENWAY TWP P-1,184,GREENWAY TWP,120,25892,ITASCA,31,061,8,03,03A,05,09,00,,1,Optech IV,159,21,140,6,0,146,0,39,107,0,0,0,0,0,0,0,146,4,0,29,106,0,139,0,22,0,110,2,134
270610189,GREENWAY TWP P-2,189,GREENWAY TWP,120,25892,ITASCA,31,061,8,03,03A,05,09,00,,1,Optech IV,12,0,12,0,0,12,0,3,8,0,0,0,1,0,0,0,12,0,0,3,9,0,12,0,0,0,10,0,10
270610195,GREENWAY TWP P-3,195,GREENWAY TWP,120,25892,ITASCA,31,061,8,03,03A,05,09,00,,1,Optech IV,441,77,407,29,0,436,0,132,298,0,0,0,6,0,0,0,436,11,0,99,311,0,421,0,98,0,301,1,400
270610200,HARRIS TWP,200,HARRIS TWP,125,27296,ITASCA,31,061,8,03,03B,04,09,00,,2,Optech 3P,2096,313,1811,172,0,1983,3,1042,917,0,0,0,14,2,0,1,1979,24,0,704,1172,0,1900,0,0,883,1033,3,1919
270610205,INGER PREC,205,INGER,128,30959,ITASCA,31,061,8,04,04A,01,09,00,,1,Optech IV,153,39,125,26,0,151,0,47,99,0,0,0,0,0,1,0,147,1,0,32,114,0,147,0,3,40,106,0,149
270610209,IRON RANGE TWP,209,IRON RANGE TWP,130,31256,ITASCA,31,061,8,03,03A,03,09,00,,1,Optech IV,157,21,136,14,0,150,1,53,92,0,0,2,0,0,0,0,148,5,0,37,102,0,144,0,39,0,102,1,142
270610215,KEEWATIN,215,KEEWATIN,135,32570,ITASCA,31,061,8,03,03A,05,09,00,,2,Optech 3P,672,97,588,14,0,602,1,119,478,0,0,0,2,0,0,0,600,7,0,89,493,0,589,0,90,0,479,1,570
270610220,KINGHURST TWP,220,KINGHURST TWP,140,33272,ITASCA,31,061,8,03,03A,01,09,00,,1,Optech 3P,82,0,69,0,0,69,0,38,27,0,1,0,0,0,1,1,68,3,0,33,32,0,68,0,27,0,38,0,65
270610225,LAKE JESSIE TWP,225,LAKE JESSIE TWP,145,34568,ITASCA,31,061,8,04,04A,02,09,00,,1,Optech IV,163,39,159,12,0,171,0,65,95,1,0,0,2,1,1,0,165,1,0,46,114,0,161,0,12,56,92,0,160
270610227,LAPRAIRIE - 6,227,LAPRAIRIE,147,35648,ITASCA,31,061,8,03,03B,03,09,00,,2,Optech 3P,369,51,300,31,0,331,1,137,187,0,0,0,2,0,0,0,327,6,0,97,211,0,314,0,0,137,184,2,323
270610230,LAWRENCE TWP,230,LAWRENCE TWP,150,35900,ITASCA,31,061,8,03,03A,05,09,00,,1,Optech IV,315,50,261,25,0,286,4,80,194,0,0,0,3,1,0,0,282,6,0,59,208,0,273,0,51,0,217,0,268
270610235,LIBERTY TWP,235,LIBERTY TWP,155,36944,ITASCA,31,061,8,03,03A,02,09,00,,1,Optech IV,48,3,42,2,0,44,0,27,14,0,0,0,1,2,0,0,44,1,0,19,19,1,40,0,20,0,19,0,39
270610240,LONE PINE TWP,240,LONE PINE TWP,160,37934,ITASCA,31,061,8,03,03A,05,09,00,,1,Optech IV,335,27,286,24,0,310,2,102,193,0,0,2,3,2,0,0,304,3,0,73,224,0,300,0,71,0,212,3,286
270610244,GRAVE LAKE PREC,244,GRAVE LAKE,118,25469,ITASCA,31,061,8,03,03B,02,09,00,,1,Optech 3P,78,3,71,0,0,71,1,26,41,0,0,0,2,0,0,0,70,3,0,17,49,0,69,0,0,22,48,0,70
270610245,LONG LAKE PREC,245,LONG LAKE,192,38042,ITASCA,31,061,8,03,03A,05,09,00,,1,Optech 3P,163,19,166,0,0,166,0,69,92,0,0,0,1,2,0,0,164,1,0,47,109,0,157,0,43,0,108,0,151
270610247,MARBLE,247,MARBLE,164,40418,ITASCA,31,061,8,03,03A,05,09,00,,1,Optech IV,402,60,339,17,0,356,0,76,266,0,0,0,0,0,0,0,342,3,0,53,280,0,336,0,63,0,266,0,329
270610249,MARCELL TWP,249,MARCELL TWP,165,40472,ITASCA,31,061,8,03,03A,02,09,00,,1,Optech IV,320,21,241,37,0,278,1,140,123,0,0,0,1,0,2,0,267,6,0,102,156,1,265,0,61,0,183,2,246
270610255,MAX TWP,255,MAX TWP,170,41066,ITASCA,31,061,8,04,04A,01,09,00,,1,Optech 3P,64,8,56,0,0,56,0,24,31,0,0,0,0,0,0,0,55,2,0,14,34,0,50,0,1,20,31,0,52
270610260,MCLEOD PREC,260,MCLEOD,172,39158,ITASCA,31,061,8,03,03A,05,09,00,,1,Optech 3P,350,24,332,0,0,332,1,123,203,0,0,1,2,0,0,0,330,4,0,92,227,0,323,0,75,0,232,1,308
270610265,MOOSE PARK TWP,265,MOOSE PARK TWP,175,44008,ITASCA,31,061,8,03,03A,01,09,00,,1,Optech 3P,37,2,35,0,0,35,0,27,8,0,0,0,0,0,0,0,35,0,0,19,14,0,33,0,5,0,27,0,32
270610270,MORSE TWP,270,MORSE TWP,180,44332,ITASCA,31,061,8,04,04A,01,09,00,,1,Optech IV,308,53,278,9,0,287,0,172,109,0,1,0,1,0,0,0,283,3,0,128,143,1,275,0,9,171,103,0,283
270610275,NASHWAUK P-1,275,NASHWAUK,185,44980,ITASCA,31,061,8,03,03A,05,09,00,,1,Optech IV,364,36,302,16,0,318,1,64,248,0,0,0,1,0,0,0,314,3,0,49,257,0,309,0,45,0,262,0,307
270610280,NASHWAUK P-2,280,NASHWAUK,185,44980,ITASCA,31,061,8,03,03A,05,09,00,,1,Optech IV,302,34,244,25,0,269,1,56,199,0,0,3,4,0,0,0,263,2,0,32,224,0,258,0,32,0,216,2,250
270610285,NASHWAUK TWP,285,NASHWAUK TWP,186,44998,ITASCA,31,061,8,03,03A,05,09,00,,1,Optech IV,453,67,420,33,0,453,1,129,310,0,0,0,1,1,0,0,442,12,0,100,329,0,441,0,75,0,339,2,416
270610290,NORE TWP,290,NORE TWP,190,46582,ITASCA,31,061,8,03,03A,01,09,00,,1,Optech 3P,25,0,16,0,0,16,0,8,6,0,0,0,1,0,0,0,15,0,0,7,7,0,14,0,1,0,11,0,12
270610295,OTENEAGEN TWP,295,OTENEAGEN TWP,195,49048,ITASCA,31,061,8,04,04A,01,09,00,,1,Optech IV,158,26,145,5,0,150,1,72,68,1,1,0,2,0,1,1,147,3,0,52,83,1,139,0,6,62,76,0,144
270610300,POMROY TWP,300,POMROY TWP,200,51856,ITASCA,31,061,8,03,03A,01,09,00,,1,Optech 3P,16,0,14,0,0,14,0,10,4,0,0,0,0,0,0,0,14,0,0,6,7,0,13,0,8,0,5,0,13
270610305,SAGO TWP,305,SAGO TWP,205,56644,ITASCA,31,061,8,03,03A,03,09,00,,1,Optech 3P,110,14,108,0,0,108,1,43,59,0,0,1,3,0,0,0,107,3,0,24,73,1,101,0,28,0,70,0,98
270610310,SAND LAKE TWP,310,SAND LAKE TWP,210,58360,ITASCA,31,061,8,04,04A,01,09,00,,1,Optech 3P,114,8,113,0,0,113,0,70,41,0,0,0,0,0,2,0,113,2,0,48,59,0,109,0,6,50,53,0,109
270610320,SPANG TWP,320,SPANG TWP,215,61564,ITASCA,31,061,8,03,03B,04,09,00,,1,Optech 3P,147,17,150,0,0,150,0,82,66,0,0,0,1,0,1,0,150,3,0,61,82,0,146,0,0,66,78,0,144
270610327,SPLITHAND TWP,327,SPLITHAND TWP,217,61700,ITASCA,31,061,8,03,03A,04,09,00,,1,Optech 3P,135,18,136,0,0,136,0,70,61,0,0,0,1,1,1,0,134,3,0,52,75,0,130,0,38,0,84,0,122
270610330,SQUAW LAKE,330,SQUAW LAKE,220,62284,ITASCA,31,061,8,04,04A,01,09,00,,1,Optech 3P,37,0,23,0,0,23,0,8,14,0,0,0,0,1,0,0,23,3,0,6,14,0,23,0,3,6,12,0,21
270610335,STOKES TWP,335,STOKES TWP,225,62914,ITASCA,31,061,8,03,03A,02,09,00,,1,Optech 3P,173,9,158,0,0,158,0,75,75,0,0,0,3,1,0,0,154,4,0,48,99,0,151,0,44,0,99,2,145
270610339,TACONITE,339,TACONITE,227,64048,ITASCA,31,061,8,03,03A,03,09,00,,1,Optech IV,221,37,197,14,0,211,0,44,161,0,0,1,1,1,1,0,209,4,0,32,162,3,201,0,33,0,168,1,202
270610340,SUGAR LAKE PREC,340,SUGAR LAKE,226,63292,ITASCA,31,061,8,03,03B,04,09,00,,1,Optech 3P,563,61,567,0,0,567,2,288,266,0,0,0,2,2,3,0,563,9,0,188,355,0,552,0,0,224,328,0,552
270610345,THIRD RIVER TWP,345,THIRD RIVER TWP,230,64606,ITASCA,31,061,8,04,04A,01,09,00,,1,Optech 3P,39,1,39,0,0,39,0,24,15,0,0,0,0,0,0,0,39,0,0,17,18,0,35,0,2,20,16,0,38
270610350,TROUT LAKE TWP,350,TROUT LAKE TWP,235,65596,ITASCA,31,061,8,03,03A,03,09,00,,1,Optech IV,625,96,560,51,0,611,3,269,324,0,0,0,8,0,2,0,606,10,0,197,392,1,600,0,150,0,412,2,564
270610355,WABANA TWP,355,WABANA TWP,240,67360,ITASCA,31,061,8,03,03A,02,09,00,,1,Optech IV,329,55,291,35,0,326,0,154,162,0,0,0,4,0,0,0,320,8,0,112,192,0,312,0,77,0,213,1,291
270610360,WARBA,360,WARBA,245,68080,ITASCA,31,061,8,03,03A,03,09,00,,1,Optech 3P,92,9,91,0,0,91,0,28,61,0,0,0,0,0,0,0,89,2,0,16,69,0,87,0,28,0,59,0,87
270610365,WAWINA TWP,365,WAWINA TWP,250,68800,ITASCA,31,061,8,03,03A,03,09,00,,1,Optech 3P,53,3,40,0,0,40,0,16,21,0,0,0,0,0,1,1,39,0,0,14,25,0,39,0,10,0,24,0,34
270610370,WELLERS-MCCORMICK PREC,370,WELLERS-MCCORMICK,251,69079,ITASCA,31,061,8,03,03B,01,09,00,,1,Optech 3P,231,33,242,0,0,242,0,151,85,0,0,1,0,1,0,0,238,2,0,104,128,0,234,0,0,135,99,0,234
270610372,WILDWOOD TWP,372,WILDWOOD TWP,252,70306,ITASCA,31,061,8,03,03B,04,09,00,,1,Optech 3P,83,12,86,0,0,86,1,32,50,0,0,0,2,0,1,0,86,2,0,18,60,0,80,0,0,17,63,0,80
270610375,WINNIBIGOSHISH PREC,375,WINNIBIGOSHISH,253,71005,ITASCA,31,061,8,04,04A,01,09,00,,1,Optech IV,114,18,83,19,0,102,0,53,48,0,0,1,0,0,0,0,102,1,0,34,66,0,101,0,3,49,49,0,101
270610380,WIRT TWP,380,WIRT TWP,255,71194,ITASCA,31,061,8,03,03A,01,09,00,,1,Optech 3P,60,5,50,0,0,50,0,24,21,0,0,1,2,0,0,0,48,3,0,18,27,0,48,0,13,0,33,0,46
270610385,ZEMPLE,385,ZEMPLE,260,72184,ITASCA,31,061,8,04,04A,01,09,00,,1,Optech IV,41,6,35,2,0,37,0,22,13,0,0,0,0,0,0,0,35,0,0,11,23,0,34,0,1,21,15,0,37
270630005,ALBA TWP.,5,ALBA TWP,5,604,JACKSON,32,063,1,22,22B,05,05,00,,1,Model 115,120,14,117,3,0,120,0,64,51,0,0,1,3,0,0,0,119,0,9,70,38,0,117,0,0,55,63,0,118
270630010,ALPHA,10,ALPHA,10,1162,JACKSON,32,063,1,22,22B,02,05,00,,1,Model 115,77,14,69,5,0,74,0,33,40,0,0,0,0,0,1,0,74,0,8,43,20,0,71,0,0,30,42,0,72
270630015,BELMONT TWP.,15,BELMONT TWP,15,4978,JACKSON,32,063,1,22,22B,02,05,00,,1,Model 115,140,24,129,6,0,135,0,78,50,0,0,1,4,0,0,0,133,0,12,82,37,0,131,0,0,66,65,0,131
270630020,CHRISTIANIA TWP.,20,CHRISTIANIA TWP,20,11476,JACKSON,32,063,1,22,22B,02,05,00,,1,Model 115,182,24,175,15,0,190,0,75,109,0,1,0,0,2,0,0,187,0,6,95,85,1,187,0,0,72,116,0,188
270630025,DELAFIELD TWP.,25,DELAFIELD TWP,25,15436,JACKSON,32,063,1,22,22B,05,05,00,,1,Model 115,172,13,151,11,0,163,1,73,86,0,0,0,0,0,0,0,160,0,9,84,61,0,154,0,0,66,93,0,159
270630030,DES MOINES TWP.,30,DES MOINES TWP,30,15769,JACKSON,32,063,1,22,22B,01,05,00,,1,Model 115,170,12,141,9,0,150,0,81,66,0,0,0,1,0,0,0,148,0,4,92,50,0,146,0,0,76,69,0,145
270630035,ENTERPRISE TWP.,35,ENTERPRISE TWP,35,19484,JACKSON,32,063,1,22,22B,02,05,00,,1,Model 115,116,14,104,10,0,114,0,69,43,0,0,0,0,0,0,0,112,0,5,79,28,0,112,0,0,49,64,0,113
270630040,EWINGTON TWP.,40,EWINGTON TWP,40,20042,JACKSON,32,063,1,22,22B,05,05,00,,1,Model 115,145,4,122,6,0,128,0,69,57,0,0,0,1,0,0,0,127,0,10,66,49,0,125,0,0,58,67,0,125
270630045,HERON LAKE,45,HERON LAKE,44,28700,JACKSON,32,063,1,22,22B,05,05,00,,1,Model 115,371,47,290,24,0,314,0,149,150,1,0,2,3,1,0,0,306,0,19,165,121,0,305,0,0,146,163,0,309
270630050,HERON LAKE TWP.,50,HERON LAKE TWP,45,28718,JACKSON,32,063,1,22,22B,03,05,00,,1,Model 115,225,30,194,14,0,208,0,131,70,0,0,0,3,0,0,0,204,0,14,125,66,0,205,0,0,103,103,0,206
270630055,HUNTER TWP.,55,HUNTER TWP,55,30482,JACKSON,32,063,1,22,22B,01,05,00,,1,Model 115,144,20,133,8,0,141,0,82,48,1,0,3,3,0,2,0,139,0,6,83,50,0,139,0,0,67,74,0,141
270630060,JACKSON W-1 P-1,60,JACKSON,60,31562,JACKSON,32,063,1,22,22B,04,05,00,1,1,Model 115,310,75,259,20,2,281,0,124,149,0,0,0,2,0,0,0,275,0,20,127,104,1,252,0,0,118,155,0,273
270630065,JACKSON W-1 P-2,65,JACKSON,60,31562,JACKSON,32,063,1,22,22B,04,05,00,1,1,Model 115,602,84,468,105,1,574,0,306,257,0,0,0,3,0,0,1,567,0,34,315,198,0,547,0,0,271,295,1,567
270630070,JACKSON W-2 P-1,70,JACKSON,60,31562,JACKSON,32,063,1,22,22B,02,05,00,2,1,Model 115,541,96,447,22,0,469,1,242,216,0,0,0,3,1,1,0,464,0,29,254,173,0,456,0,0,223,242,0,465
270630075,JACKSON W-2 P-2,75,JACKSON,60,31562,JACKSON,32,063,1,22,22B,04,05,00,2,1,Model 115,395,73,361,36,0,397,0,195,191,0,0,0,5,1,1,0,393,0,26,204,150,0,380,0,0,179,210,1,390
270630080,KIMBALL TWP.,80,KIMBALL TWP,65,33146,JACKSON,32,063,1,22,22B,02,05,00,,1,Model 115,91,12,77,9,0,86,1,36,46,0,0,0,2,0,0,0,85,0,5,40,37,0,82,0,0,23,60,0,83
270630085,LA CROSSE TWP.,85,LA CROSSE TWP,70,33902,JACKSON,32,063,1,22,22B,05,05,00,,1,Model 115,120,9,96,6,1,102,1,50,49,0,0,0,0,0,0,0,100,0,8,51,40,0,99,0,0,40,60,0,100
270630090,LAKEFIELD P-1,90,LAKEFIELD,75,34316,JACKSON,32,063,1,22,22B,03,05,00,,1,Model 115,475,62,403,34,0,437,0,206,218,1,1,1,4,2,0,0,433,0,27,230,151,0,408,0,0,199,229,0,428
270630095,LAKEFIELD P-2,95,LAKEFIELD,75,34316,JACKSON,32,063,1,22,22B,03,05,00,,1,Model 115,542,67,452,27,1,483,0,234,235,0,0,0,6,0,0,1,476,0,30,244,174,0,448,0,0,215,256,1,472
270630100,MIDDLETOWN TWP.,100,MIDDLETOWN TWP,80,41948,JACKSON,32,063,1,22,22B,01,05,00,,1,Model 115,141,19,122,9,0,131,0,70,57,0,0,0,0,0,2,0,129,0,5,76,48,0,129,0,0,48,82,0,130
270630105,MINNEOTA TWP.,105,MINNEOTA TWP,85,43108,JACKSON,32,063,1,22,22B,01,05,00,,1,Model 115,183,15,144,19,1,164,0,85,78,0,0,0,0,0,0,0,163,0,10,85,61,0,156,0,0,73,90,0,163
270630110,OKABENA,110,OKABENA,90,48184,JACKSON,32,063,1,22,22B,05,05,00,,1,Model 115,112,18,104,5,0,109,0,51,51,0,0,0,2,1,0,0,105,0,5,55,44,0,104,0,0,43,64,0,107
270630115,PETERSBURG TWP.,115,PETERSBURG TWP,95,50578,JACKSON,32,063,1,22,22B,01,05,00,,1,Model 115,165,19,148,14,0,162,0,114,39,0,0,0,4,1,0,0,158,0,7,117,34,0,158,0,0,95,64,0,159
270630120,ROST TWP.,120,ROST TWP,100,55996,JACKSON,32,063,1,22,22B,01,05,00,,1,Model 115,123,16,118,4,0,122,0,66,48,0,0,1,7,0,0,0,122,0,6,74,35,0,115,0,0,63,58,0,121
270630125,ROUND LAKE TWP.,125,ROUND LAKE TWP,105,56068,JACKSON,32,063,1,22,22B,01,05,00,,1,Model 115,105,14,96,6,0,102,0,51,47,0,0,0,1,1,0,0,100,0,11,53,35,0,99,0,0,47,53,0,100
270630130,SIOUX VALLEY TWP.,130,SIOUX VALLEY TWP,110,60574,JACKSON,32,063,1,22,22B,01,05,00,,1,Model 115,142,9,134,15,0,149,0,73,49,0,0,1,0,2,0,0,125,0,5,77,33,0,115,0,0,63,56,0,119
270630135,WEIMER TWP.,135,WEIMER TWP,115,69016,JACKSON,32,063,1,22,22B,05,05,00,,1,Model 115,101,8,90,0,0,90,0,61,27,0,1,0,1,0,0,0,90,0,8,58,21,1,88,0,0,55,35,0,90
270630140,WEST HERON LAKE TWP.,140,WEST HERON LAKE TWP,120,69484,JACKSON,32,063,1,22,22B,05,05,00,,1,Model 115,119,8,104,3,0,107,0,59,47,0,0,0,0,0,0,1,107,0,5,57,43,0,105,0,0,44,63,0,107
270630145,WILDER,145,WILDER,125,70258,JACKSON,32,063,1,22,22B,05,05,00,,1,Model 115,45,1,35,0,0,35,0,10,25,0,0,0,0,0,0,0,35,0,5,15,14,0,34,0,0,17,18,0,35
270630150,WISCONSIN TWP.,150,WISCONSIN TWP,130,71212,JACKSON,32,063,1,22,22B,02,05,00,,1,Model 115,143,19,138,6,0,144,0,87,53,0,0,0,2,1,0,0,143,0,8,103,33,0,144,0,0,83,60,0,143
270650005,ANN LAKE TWP.,5,ANN LAKE TWP,5,1702,KANABEC,33,065,8,08,08B,05,10,00,,1,Model 150,216,55,213,4,0,217,0,108,102,0,0,1,1,0,0,0,212,5,0,69,134,1,209,0,0,101,108,0,209
270650010,ARTHUR TWP.,10,ARTHUR TWP,10,2296,KANABEC,33,065,8,08,08B,03,10,00,,1,Model 150,1055,216,955,64,0,1019,3,563,434,0,0,2,7,2,0,0,1011,13,0,375,583,0,971,0,0,543,443,4,990
270650015,BRAHAM,15,BRAHAM,13,7282,KANABEC,33,065,8,08,08B,01,10,00,,1,Model 150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270650020,BRUNSWICK TWP.,20,BRUNSWICK TWP,15,8344,KANABEC,33,065,8,08,08B,01,10,00,,1,Model 150,692,168,683,23,0,706,0,415,271,0,0,0,6,0,2,0,694,14,0,262,397,2,675,0,0,370,317,7,694
270650025,COMFORT TWP.,25,COMFORT TWP,20,12754,KANABEC,33,065,8,08,08B,04,10,00,,1,Model 150,584,137,570,39,0,609,3,356,242,0,0,1,4,0,0,0,606,13,0,224,346,0,583,0,0,308,285,2,595
270650030,FORD TWP.,30,FORD TWP,25,21644,KANABEC,33,065,8,08,08B,05,10,00,,1,Model 150,101,21,91,4,0,95,0,56,36,0,0,1,0,2,0,0,95,3,0,38,48,0,89,0,0,60,35,0,95
